region,week,competitor_discount_active,competitor_discount_percentage,competitor_new_product_launch
Central,2012-03-05,0,0,0
Central,2012-11-05,0,0,0
Central,2012-02-06,0,0,1
Central,2012-08-06,1,20,1
Central,2012-05-07,0,0,0
Central,2012-10-08,1,0,0
Central,2012-01-09,0,0,0
Central,2012-04-09,0,0,0
Central,2012-07-09,0,0,0
Central,2012-09-10,0,0,0
Central,2012-12-10,1,10,0
Central,2012-06-11,0,0,0
Central,2012-03-12,0,0,0
Central,2012-11-12,0,0,1
Central,2012-12-31,0,0,0
Central,2013-01-28,0,0,0
Central,2013-02-25,1,0,1
Central,2013-04-01,0,0,0
Central,2013-04-29,0,0,0
Central,2013-05-27,0,0,0
Central,2013-07-01,0,0,0
Central,2013-07-29,0,0,0
Central,2013-08-26,0,0,0
Central,2013-09-30,0,0,0
Central,2013-10-28,0,0,0
Central,2013-11-25,1,10,0
Central,2013-09-02,1,20,0
Central,2013-12-02,0,0,1
Central,2013-06-03,1,0,0
Central,2013-02-04,0,0,0
Central,2013-03-04,0,0,0
Central,2013-11-04,0,0,0
Central,2013-08-05,0,0,0
Central,2013-05-06,1,30,0
Central,2013-01-07,0,0,0
Central,2013-10-07,0,0,0
Central,2013-04-08,1,30,0
Central,2013-07-08,0,0,0
Central,2013-09-09,1,20,1
Central,2013-12-09,0,0,0
Central,2013-06-10,1,20,0
Central,2013-02-11,0,0,1
Central,2013-11-11,0,0,0
Central,2013-03-11,1,30,0
Central,2013-08-12,0,0,0
Central,2013-12-30,1,0,0
Central,2014-01-27,1,10,0
Central,2014-02-24,0,0,0
Central,2014-03-31,1,20,1
Central,2014-04-28,0,0,0
Central,2014-05-26,0,0,0
Central,2014-06-30,1,20,0
Central,2014-07-28,1,20,0
Central,2014-09-01,0,0,0
Central,2014-09-29,0,0,0
Central,2014-10-27,0,0,0
Central,2014-12-01,0,0,0
Central,2014-06-02,0,0,0
Central,2014-02-03,0,0,0
Central,2014-03-03,1,10,0
Central,2014-11-03,0,0,0
Central,2014-08-04,0,0,0
Central,2014-05-05,0,0,0
Central,2014-01-06,0,0,0
Central,2014-10-06,1,0,0
Central,2014-04-07,0,0,0
Central,2014-07-07,0,0,0
Central,2014-09-08,0,0,0
Central,2014-12-08,1,10,1
Central,2014-06-09,0,0,0
Central,2014-02-10,0,0,0
Central,2014-03-10,0,0,0
Central,2014-11-10,1,10,0
Central,2014-08-11,0,0,0
Central,2014-05-12,1,0,0
South,2010-12-27,0,0,1
South,2011-01-31,1,20,0
South,2011-02-28,1,0,0
South,2011-03-28,0,0,0
South,2011-04-25,1,20,1
South,2011-05-30,0,0,0
South,2011-06-27,0,0,1
South,2011-08-01,0,0,0
South,2011-08-29,0,0,0
South,2011-09-26,0,0,0
South,2011-10-31,0,0,0
South,2011-11-28,0,0,0
South,1900-01-01,1,0,0
South,2011-05-02,0,0,0
South,2011-01-03,1,10,0
South,2011-10-03,1,0,0
South,2011-04-04,0,0,0
South,2011-07-04,0,0,0
South,2011-09-05,0,0,0
South,2011-12-05,0,0,0
South,2011-06-06,1,0,0
South,2011-02-07,1,10,0
South,2011-11-07,0,0,0
South,2011-03-07,0,0,0
South,2011-08-08,0,0,0
South,2011-05-09,1,20,0
South,2011-01-10,0,0,0
South,2011-10-10,1,20,1
South,2011-04-11,1,20,0
South,2011-07-11,0,0,0
South,2011-09-12,0,0,0
South,2011-12-12,1,30,1
South,2012-01-30,0,0,0
South,2012-02-27,1,30,0
South,2012-03-26,0,0,0
South,2012-04-30,0,0,0
South,2012-05-28,0,0,0
South,2012-06-25,1,30,0
South,2012-07-30,1,10,0
South,2012-08-27,0,0,0
South,2012-10-01,0,0,0
South,2012-10-29,0,0,0
South,2012-11-26,0,0,0
South,2012-01-02,1,20,0
South,2012-04-02,1,30,1
South,2012-07-02,0,0,0
South,2012-09-03,0,0,0
South,2012-12-03,0,0,0
South,2012-06-04,0,0,0
South,2012-03-05,0,0,0
South,2012-11-05,0,0,0
South,2012-02-06,0,0,0
South,2012-08-06,0,0,0
South,2012-05-07,1,10,1
South,2012-10-08,1,20,0
South,2012-01-09,0,0,0
South,2012-04-09,1,10,0
South,2012-07-09,1,30,0
South,2012-09-10,0,0,0
South,2012-12-10,0,0,0
South,2012-06-11,0,0,0
South,2012-03-12,1,10,0
South,2012-11-12,0,0,0
South,2012-12-31,1,0,0
South,2013-01-28,0,0,0
South,2013-02-25,0,0,0
South,2013-04-01,0,0,0
South,2013-04-29,0,0,0
South,2013-05-27,0,0,0
South,2013-07-01,0,0,0
South,2013-07-29,0,0,0
South,2013-08-26,1,30,0
South,2013-09-30,0,0,0
South,2013-10-28,0,0,0
South,2013-11-25,0,0,0
South,2013-09-02,1,0,0
South,2013-12-02,1,20,0
South,2013-06-03,1,30,0
South,2013-02-04,0,0,1
South,2013-03-04,1,20,0
South,2013-11-04,0,0,0
South,2013-08-05,0,0,0
South,2013-05-06,1,20,1
South,2013-01-07,0,0,0
South,2013-10-07,1,10,0
South,2013-04-08,0,0,0
South,2013-07-08,0,0,0
South,2013-09-09,0,0,0
South,2013-12-09,1,10,0
South,2013-06-10,0,0,0
South,2013-02-11,0,0,0
South,2013-11-11,1,20,0
South,2013-03-11,0,0,0
South,2013-08-12,0,0,0
South,2013-12-30,1,0,0
South,2014-01-27,0,0,0
South,2014-02-24,0,0,1
South,2014-03-31,1,20,0
South,2014-04-28,0,0,0
South,2014-05-26,0,0,0
South,2014-06-30,1,20,0
South,2014-07-28,1,0,0
South,2014-09-01,0,0,0
South,2014-09-29,1,30,0
South,2014-10-27,0,0,0
South,2014-12-01,1,0,0
South,2014-06-02,1,30,0
South,2014-02-03,0,0,0
South,2014-03-03,0,0,0
South,2014-11-03,1,0,0
South,2014-08-04,0,0,1
South,2014-05-05,0,0,0
South,2014-01-06,0,0,0
South,2014-10-06,1,0,0
South,2014-04-07,1,30,1
South,2014-07-07,0,0,0
South,2014-09-08,0,0,0
South,2014-12-08,0,0,0
South,2014-06-09,0,0,0
South,2014-02-10,0,0,0
South,2014-03-10,1,10,0
South,2014-11-10,0,0,0
South,2014-08-11,0,0,0
South,2014-05-12,0,0,0
Caribbean,2010-12-27,0,0,0
Caribbean,2011-01-31,1,20,0
Caribbean,2011-02-28,0,0,0
Caribbean,2011-03-28,0,0,0
Caribbean,2011-04-25,1,10,0
Caribbean,2011-05-30,1,0,0
Caribbean,2011-06-27,1,30,1
Caribbean,2011-08-01,0,0,1
Caribbean,2011-08-29,1,0,0
Caribbean,2011-09-26,1,20,0
Caribbean,2011-10-31,0,0,0
Caribbean,2011-11-28,1,0,0
Caribbean,1900-01-01,0,0,0
Caribbean,2011-05-02,0,0,0
Caribbean,2011-01-03,1,20,0
Caribbean,2011-10-03,1,0,0
Caribbean,2011-04-04,0,0,0
Caribbean,2011-07-04,1,0,0
Caribbean,2011-09-05,0,0,0
Caribbean,2011-12-05,1,30,0
Caribbean,2011-06-06,0,0,0
Caribbean,2011-02-07,1,10,0
Caribbean,2011-11-07,1,0,0
Caribbean,2011-03-07,0,0,0
Caribbean,2011-08-08,0,0,0
Caribbean,2011-05-09,1,30,0
Caribbean,2011-01-10,0,0,0
Caribbean,2011-10-10,1,20,0
Caribbean,2011-04-11,1,0,0
Caribbean,2011-07-11,1,10,0
Caribbean,2011-09-12,0,0,1
Caribbean,2011-12-12,0,0,0
Caribbean,2012-01-30,0,0,0
Caribbean,2012-02-27,0,0,0
Caribbean,2012-03-26,1,0,0
Caribbean,2012-04-30,0,0,0
Caribbean,2012-05-28,0,0,0
Caribbean,2012-06-25,0,0,0
Caribbean,2012-07-30,0,0,0
Caribbean,2012-08-27,0,0,0
Caribbean,2012-10-01,1,30,0
Caribbean,2012-10-29,0,0,0
Caribbean,2012-11-26,1,0,0
Caribbean,2012-01-02,0,0,0
Caribbean,2012-04-02,0,0,0
Caribbean,2012-07-02,1,10,1
Caribbean,2012-09-03,0,0,1
Caribbean,2012-12-03,0,0,1
Caribbean,2012-06-04,1,10,0
Caribbean,2012-03-05,0,0,0
Caribbean,2012-11-05,0,0,0
Caribbean,2012-02-06,0,0,0
Caribbean,2012-08-06,1,0,0
Caribbean,2012-05-07,0,0,0
Caribbean,2012-10-08,1,20,0
Caribbean,2012-01-09,0,0,0
Caribbean,2012-04-09,0,0,0
Caribbean,2012-07-09,1,10,0
Caribbean,2012-09-10,0,0,0
Caribbean,2012-12-10,1,20,0
Caribbean,2012-06-11,0,0,0
Caribbean,2012-03-12,0,0,0
Caribbean,2012-11-12,0,0,1
Caribbean,2012-12-31,0,0,0
Caribbean,2013-01-28,0,0,0
Caribbean,2013-02-25,0,0,0
Caribbean,2013-04-01,0,0,0
Caribbean,2013-04-29,0,0,0
Caribbean,2013-05-27,0,0,0
Caribbean,2013-07-01,0,0,1
Caribbean,2013-07-29,1,10,0
Caribbean,2013-08-26,0,0,0
Caribbean,2013-09-30,0,0,0
Caribbean,2013-10-28,1,10,0
Caribbean,2013-11-25,0,0,0
Caribbean,2013-09-02,1,30,0
Caribbean,2013-12-02,0,0,1
Caribbean,2013-06-03,0,0,0
Caribbean,2013-02-04,0,0,0
Caribbean,2013-03-04,0,0,0
Caribbean,2013-11-04,0,0,0
Caribbean,2013-08-05,1,0,0
Caribbean,2013-05-06,1,20,0
Caribbean,2013-01-07,1,10,0
Caribbean,2013-10-07,0,0,0
Caribbean,2013-04-08,0,0,0
Caribbean,2013-07-08,0,0,0
Caribbean,2013-09-09,0,0,0
Caribbean,2013-12-09,0,0,0
Caribbean,2013-06-10,0,0,0
Caribbean,2013-02-11,1,10,0
Caribbean,2013-11-11,1,20,0
Caribbean,2013-03-11,0,0,1
Caribbean,2013-08-12,1,0,0
Caribbean,2013-12-30,1,30,0
Caribbean,2014-01-27,0,0,0
Caribbean,2014-02-24,1,10,0
Caribbean,2014-03-31,0,0,0
Caribbean,2014-04-28,1,10,0
Caribbean,2014-05-26,0,0,0
Caribbean,2014-06-30,0,0,0
Caribbean,2014-07-28,0,0,0
Caribbean,2014-09-01,0,0,0
Caribbean,2014-09-29,0,0,0
Caribbean,2014-10-27,0,0,0
Caribbean,2014-12-01,1,10,0
Caribbean,2014-06-02,0,0,0
Caribbean,2014-02-03,1,20,0
Caribbean,2014-03-03,1,20,0
Caribbean,2014-11-03,1,30,0
Caribbean,2014-08-04,1,0,0
Caribbean,2014-05-05,0,0,0
Caribbean,2014-01-06,0,0,0
Caribbean,2014-10-06,0,0,0
Caribbean,2014-04-07,1,10,0
Caribbean,2014-07-07,0,0,0
Caribbean,2014-09-08,1,20,0
Caribbean,2014-12-08,1,30,0
Caribbean,2014-06-09,0,0,1
Caribbean,2014-02-10,0,0,0
Caribbean,2014-03-10,1,30,0
Caribbean,2014-11-10,0,0,0
Caribbean,2014-08-11,0,0,0
Caribbean,2014-05-12,0,0,0
North Asia,2010-12-27,1,30,0
North Asia,2011-01-31,0,0,0
North Asia,2011-02-28,0,0,0
North Asia,2011-03-28,0,0,0
North Asia,2011-04-25,1,0,0
North Asia,2011-05-30,0,0,0
North Asia,2011-06-27,0,0,0
North Asia,2011-08-01,1,30,0
North Asia,2011-08-29,1,0,0
North Asia,2011-09-26,1,30,0
North Asia,2011-10-31,1,20,0
North Asia,2011-11-28,0,0,0
North Asia,1900-01-01,0,0,1
North Asia,2011-05-02,0,0,0
North Asia,2011-01-03,0,0,0
North Asia,2011-10-03,1,10,0
North Asia,2011-04-04,0,0,0
North Asia,2011-07-04,0,0,0
North Asia,2011-09-05,0,0,0
North Asia,2011-12-05,1,20,0
North Asia,2011-06-06,0,0,0
North Asia,2011-02-07,0,0,0
North Asia,2011-11-07,1,20,0
North Asia,2011-03-07,0,0,0
North Asia,2011-08-08,0,0,0
North Asia,2011-05-09,0,0,1
North Asia,2011-01-10,0,0,0
North Asia,2011-10-10,0,0,0
North Asia,2011-04-11,1,30,0
North Asia,2011-07-11,0,0,0
North Asia,2011-09-12,0,0,0
North Asia,2011-12-12,0,0,0
North Asia,2012-01-30,0,0,0
North Asia,2012-02-27,1,30,0
North Asia,2012-03-26,1,30,0
North Asia,2012-04-30,1,20,0
North Asia,2012-05-28,0,0,0
North Asia,2012-06-25,0,0,1
North Asia,2012-07-30,1,10,1
North Asia,2012-08-27,0,0,0
North Asia,2012-10-01,0,0,0
North Asia,2012-10-29,0,0,0
North Asia,2012-11-26,0,0,0
North Asia,2012-01-02,0,0,0
North Asia,2012-04-02,0,0,0
North Asia,2012-07-02,1,30,0
North Asia,2012-09-03,0,0,0
North Asia,2012-12-03,0,0,0
North Asia,2012-06-04,0,0,0
North Asia,2012-03-05,0,0,0
North Asia,2012-11-05,0,0,0
North Asia,2012-02-06,1,10,0
North Asia,2012-08-06,0,0,0
North Asia,2012-05-07,1,30,0
North Asia,2012-10-08,0,0,0
North Asia,2012-01-09,1,30,0
North Asia,2012-04-09,1,30,0
North Asia,2012-07-09,0,0,0
North Asia,2012-09-10,1,30,1
North Asia,2012-12-10,0,0,1
North Asia,2012-06-11,0,0,0
North Asia,2012-03-12,0,0,0
North Asia,2012-11-12,0,0,0
North Asia,2012-12-31,0,0,0
North Asia,2013-01-28,0,0,0
North Asia,2013-02-25,0,0,0
North Asia,2013-04-01,0,0,0
North Asia,2013-04-29,0,0,0
North Asia,2013-05-27,0,0,0
North Asia,2013-07-01,1,20,0
North Asia,2013-07-29,1,0,0
North Asia,2013-08-26,0,0,0
North Asia,2013-09-30,0,0,0
North Asia,2013-10-28,0,0,0
North Asia,2013-11-25,0,0,0
North Asia,2013-09-02,0,0,0
North Asia,2013-12-02,0,0,0
North Asia,2013-06-03,1,0,0
North Asia,2013-02-04,0,0,0
North Asia,2013-03-04,1,10,0
North Asia,2013-11-04,0,0,0
North Asia,2013-08-05,1,30,0
North Asia,2013-05-06,0,0,0
North Asia,2013-01-07,0,0,0
North Asia,2013-10-07,0,0,1
North Asia,2013-04-08,0,0,0
North Asia,2013-07-08,0,0,0
North Asia,2013-09-09,0,0,1
North Asia,2013-12-09,0,0,0
North Asia,2013-06-10,0,0,0
North Asia,2013-02-11,1,0,0
North Asia,2013-11-11,1,0,0
North Asia,2013-03-11,1,20,0
North Asia,2013-08-12,1,30,0
North Asia,2013-12-30,0,0,0
North Asia,2014-01-27,0,0,0
North Asia,2014-02-24,1,20,0
North Asia,2014-03-31,0,0,0
North Asia,2014-04-28,0,0,0
North Asia,2014-05-26,0,0,0
North Asia,2014-06-30,0,0,0
North Asia,2014-07-28,0,0,0
North Asia,2014-09-01,0,0,0
North Asia,2014-09-29,1,30,0
North Asia,2014-10-27,0,0,0
North Asia,2014-12-01,1,20,0
North Asia,2014-06-02,0,0,0
North Asia,2014-02-03,0,0,0
North Asia,2014-03-03,0,0,0
North Asia,2014-11-03,1,30,0
North Asia,2014-08-04,0,0,0
North Asia,2014-05-05,0,0,0
North Asia,2014-01-06,0,0,0
North Asia,2014-10-06,0,0,0
North Asia,2014-04-07,0,0,0
North Asia,2014-07-07,0,0,0
North Asia,2014-09-08,0,0,0
North Asia,2014-12-08,0,0,0
North Asia,2014-06-09,0,0,0
North Asia,2014-02-10,1,20,0
North Asia,2014-03-10,0,0,0
North Asia,2014-11-10,0,0,0
North Asia,2014-08-11,0,0,0
North Asia,2014-05-12,0,0,0
East,2010-12-27,1,20,0
East,2011-01-31,0,0,1
East,2011-02-28,1,30,0
East,2011-03-28,1,10,0
East,2011-04-25,0,0,0
East,2011-05-30,1,30,0
East,2011-06-27,0,0,0
East,2011-08-01,0,0,0
East,2011-08-29,0,0,0
East,2011-09-26,1,30,0
East,2011-10-31,0,0,0
East,2011-11-28,1,30,0
East,1900-01-01,1,0,0
East,2011-05-02,0,0,0
East,2011-01-03,0,0,0
East,2011-10-03,0,0,0
East,2011-04-04,0,0,0
East,2011-07-04,0,0,0
East,2011-09-05,0,0,0
East,2011-12-05,0,0,0
East,2011-06-06,1,0,0
East,2011-02-07,1,20,0
East,2011-11-07,0,0,0
East,2011-03-07,1,30,1
East,2011-08-08,0,0,0
East,2011-05-09,1,0,0
East,2011-01-10,0,0,0
East,2011-10-10,0,0,1
East,2011-04-11,1,30,0
East,2011-07-11,1,0,0
East,2011-09-12,1,10,0
East,2011-12-12,1,20,0
East,2012-01-30,1,30,0
East,2012-02-27,0,0,0
East,2012-03-26,0,0,0
East,2012-04-30,0,0,0
East,2012-05-28,0,0,0
East,2012-06-25,0,0,0
East,2012-07-30,0,0,0
East,2012-08-27,1,10,1
East,2012-10-01,0,0,1
East,2012-10-29,1,30,0
East,2012-11-26,0,0,0
East,2012-01-02,0,0,0
East,2012-04-02,0,0,0
East,2012-07-02,0,0,0
East,2012-09-03,0,0,0
East,2012-12-03,1,20,0
East,2012-06-04,0,0,0
East,2012-03-05,0,0,0
East,2012-11-05,1,20,0
East,2012-02-06,0,0,0
East,2012-08-06,1,20,0
East,2012-05-07,0,0,0
East,2012-10-08,0,0,0
East,2012-01-09,0,0,0
East,2012-04-09,0,0,0
East,2012-07-09,1,20,1
East,2012-09-10,0,0,0
East,2012-12-10,1,20,0
East,2012-06-11,1,30,0
East,2012-03-12,0,0,0
East,2012-11-12,1,0,0
East,2012-12-31,0,0,0
East,2013-01-28,0,0,1
East,2013-02-25,1,10,0
East,2013-04-01,0,0,0
East,2013-04-29,0,0,0
East,2013-05-27,0,0,0
East,2013-07-01,0,0,0
East,2013-07-29,0,0,0
East,2013-08-26,1,30,0
East,2013-09-30,0,0,0
East,2013-10-28,0,0,0
East,2013-11-25,0,0,0
East,2013-09-02,0,0,1
East,2013-12-02,0,0,0
East,2013-06-03,0,0,0
East,2013-02-04,0,0,0
East,2013-03-04,1,30,0
East,2013-11-04,0,0,0
East,2013-08-05,0,0,0
East,2013-05-06,0,0,0
East,2013-01-07,0,0,0
East,2013-10-07,0,0,0
East,2013-04-08,0,0,0
East,2013-07-08,0,0,0
East,2013-09-09,1,20,0
East,2013-12-09,0,0,0
East,2013-06-10,1,30,0
East,2013-02-11,1,0,0
East,2013-11-11,0,0,0
East,2013-03-11,1,20,0
East,2013-08-12,0,0,0
East,2013-12-30,0,0,0
East,2014-01-27,0,0,0
East,2014-02-24,0,0,0
East,2014-03-31,0,0,0
East,2014-04-28,0,0,0
East,2014-05-26,0,0,0
East,2014-06-30,0,0,0
East,2014-07-28,1,10,0
East,2014-09-01,0,0,1
East,2014-09-29,1,20,0
East,2014-10-27,0,0,0
East,2014-12-01,0,0,0
East,2014-06-02,0,0,0
East,2014-02-03,1,30,0
East,2014-03-03,0,0,0
East,2014-11-03,1,10,0
East,2014-08-04,0,0,0
East,2014-05-05,0,0,0
East,2014-01-06,0,0,0
East,2014-10-06,0,0,1
East,2014-04-07,0,0,1
East,2014-07-07,1,30,0
East,2014-09-08,0,0,0
East,2014-12-08,0,0,0
East,2014-06-09,0,0,0
East,2014-02-10,0,0,0
East,2014-03-10,0,0,0
East,2014-11-10,0,0,0
East,2014-08-11,1,10,0
East,2014-05-12,1,0,0
West,2010-12-27,1,10,0
West,2011-01-31,0,0,0
West,2011-02-28,0,0,0
West,2011-03-28,1,30,0
West,2011-04-25,0,0,0
West,2011-05-30,0,0,0
West,2011-06-27,1,30,0
West,2011-08-01,0,0,1
West,2011-08-29,0,0,0
West,2011-09-26,0,0,0
West,2011-10-31,1,10,0
West,2011-11-28,0,0,0
West,1900-01-01,0,0,0
West,2011-05-02,0,0,0
West,2011-01-03,0,0,0
West,2011-10-03,0,0,0
West,2011-04-04,1,30,0
West,2011-07-04,1,0,0
West,2011-09-05,0,0,0
West,2011-12-05,0,0,0
West,2011-06-06,1,20,0
West,2011-02-07,0,0,0
West,2011-11-07,0,0,1
West,2011-03-07,0,0,0
West,2011-08-08,1,30,0
West,2011-05-09,0,0,0
West,2011-01-10,0,0,0
West,2011-10-10,0,0,0
West,2011-04-11,0,0,0
West,2011-07-11,0,0,0
West,2011-09-12,0,0,0
West,2011-12-12,0,0,1
West,2012-01-30,0,0,0
West,2012-02-27,1,20,0
West,2012-03-26,0,0,0
West,2012-04-30,0,0,0
West,2012-05-28,1,20,0
West,2012-06-25,1,20,0
West,2012-07-30,1,30,0
West,2012-08-27,0,0,1
West,2012-10-01,0,0,0
West,2012-10-29,0,0,1
West,2012-11-26,0,0,1
West,2012-01-02,0,0,0
West,2012-04-02,0,0,0
West,2012-07-02,1,20,0
West,2012-09-03,0,0,0
West,2012-12-03,0,0,0
West,2012-06-04,0,0,0
West,2012-03-05,0,0,0
West,2012-11-05,0,0,0
West,2012-02-06,0,0,0
West,2012-08-06,0,0,0
West,2012-05-07,0,0,0
West,2012-10-08,0,0,0
West,2012-01-09,0,0,1
West,2012-04-09,1,30,0
West,2012-07-09,1,30,0
West,2012-09-10,0,0,0
West,2012-12-10,1,30,1
West,2012-06-11,0,0,0
West,2012-03-12,1,20,0
West,2012-11-12,0,0,0
West,2012-12-31,0,0,0
West,2013-01-28,0,0,0
West,2013-02-25,0,0,0
West,2013-04-01,1,0,0
West,2013-04-29,1,30,0
West,2013-05-27,1,10,0
West,2013-07-01,0,0,0
West,2013-07-29,1,10,1
West,2013-08-26,0,0,0
West,2013-09-30,1,30,0
West,2013-10-28,0,0,0
West,2013-11-25,0,0,0
West,2013-09-02,1,30,0
West,2013-12-02,1,0,0
West,2013-06-03,1,30,1
West,2013-02-04,0,0,0
West,2013-03-04,0,0,0
West,2013-11-04,1,0,0
West,2013-08-05,0,0,0
West,2013-05-06,1,30,0
West,2013-01-07,1,0,1
West,2013-10-07,0,0,0
West,2013-04-08,0,0,1
West,2013-07-08,0,0,0
West,2013-09-09,0,0,0
West,2013-12-09,0,0,0
West,2013-06-10,0,0,0
West,2013-02-11,0,0,0
West,2013-11-11,1,0,0
West,2013-03-11,1,10,0
West,2013-08-12,1,20,0
West,2013-12-30,0,0,1
West,2014-01-27,0,0,0
West,2014-02-24,0,0,0
West,2014-03-31,0,0,0
West,2014-04-28,0,0,0
West,2014-05-26,0,0,1
West,2014-06-30,0,0,0
West,2014-07-28,0,0,0
West,2014-09-01,0,0,0
West,2014-09-29,0,0,0
West,2014-10-27,1,30,0
West,2014-12-01,1,20,0
West,2014-06-02,1,0,0
West,2014-02-03,0,0,1
West,2014-03-03,0,0,0
West,2014-11-03,1,10,0
West,2014-08-04,0,0,0
West,2014-05-05,0,0,0
West,2014-01-06,1,30,0
West,2014-10-06,1,0,0
West,2014-04-07,1,20,1
West,2014-07-07,0,0,0
West,2014-09-08,0,0,0
West,2014-12-08,0,0,0
West,2014-06-09,1,10,0
West,2014-02-10,1,20,1
West,2014-03-10,0,0,0
West,2014-11-10,1,20,0
West,2014-08-11,1,10,0
West,2014-05-12,0,0,0
Central Asia,2010-12-27,0,0,0
Central Asia,2011-01-31,0,0,0
Central Asia,2011-02-28,0,0,0
Central Asia,2011-03-28,0,0,1
Central Asia,2011-04-25,0,0,0
Central Asia,2011-05-30,0,0,0
Central Asia,2011-06-27,0,0,0
Central Asia,2011-08-01,0,0,0
Central Asia,2011-08-29,1,10,0
Central Asia,2011-09-26,0,0,0
Central Asia,2011-10-31,1,30,0
Central Asia,2011-11-28,0,0,0
Central Asia,1900-01-01,0,0,0
Central Asia,2011-05-02,0,0,0
Central Asia,2011-01-03,1,30,0
Central Asia,2011-10-03,0,0,0
Central Asia,2011-04-04,0,0,0
Central Asia,2011-07-04,1,20,0
Central Asia,2011-09-05,0,0,0
Central Asia,2011-12-05,1,10,0
Central Asia,2011-06-06,1,20,0
Central Asia,2011-02-07,1,30,0
Central Asia,2011-11-07,0,0,0
Central Asia,2011-03-07,0,0,0
Central Asia,2011-08-08,0,0,0
Central Asia,2011-05-09,0,0,0
Central Asia,2011-01-10,1,10,0
Central Asia,2011-10-10,1,20,1
Central Asia,2011-04-11,0,0,0
Central Asia,2011-07-11,0,0,0
Central Asia,2011-09-12,1,30,0
Central Asia,2011-12-12,1,0,0
Central Asia,2012-01-30,1,20,0
Central Asia,2012-02-27,0,0,0
Central Asia,2012-03-26,0,0,0
Central Asia,2012-04-30,0,0,1
Central Asia,2012-05-28,0,0,0
Central Asia,2012-06-25,0,0,0
Central Asia,2012-07-30,0,0,0
Central Asia,2012-08-27,0,0,0
Central Asia,2012-10-01,0,0,1
Central Asia,2012-10-29,1,10,0
Central Asia,2012-11-26,0,0,0
Central Asia,2012-01-02,0,0,1
Central Asia,2012-04-02,1,0,0
Central Asia,2012-07-02,0,0,0
Central Asia,2012-09-03,0,0,0
Central Asia,2012-12-03,0,0,1
Central Asia,2012-06-04,0,0,0
Central Asia,2012-03-05,0,0,0
Central Asia,2012-11-05,0,0,1
Central Asia,2012-02-06,0,0,0
Central Asia,2012-08-06,1,0,0
Central Asia,2012-05-07,0,0,0
Central Asia,2012-10-08,0,0,0
Central Asia,2012-01-09,0,0,0
Central Asia,2012-04-09,0,0,0
Central Asia,2012-07-09,1,30,0
Central Asia,2012-09-10,0,0,1
Central Asia,2012-12-10,0,0,0
Central Asia,2012-06-11,0,0,0
Central Asia,2012-03-12,0,0,0
Central Asia,2012-11-12,0,0,0
Central Asia,2012-12-31,1,30,1
Central Asia,2013-01-28,0,0,0
Central Asia,2013-02-25,0,0,0
Central Asia,2013-04-01,1,0,0
Central Asia,2013-04-29,1,0,0
Central Asia,2013-05-27,0,0,0
Central Asia,2013-07-01,0,0,0
Central Asia,2013-07-29,0,0,0
Central Asia,2013-08-26,1,0,0
Central Asia,2013-09-30,0,0,0
Central Asia,2013-10-28,0,0,0
Central Asia,2013-11-25,0,0,0
Central Asia,2013-09-02,1,10,1
Central Asia,2013-12-02,0,0,0
Central Asia,2013-06-03,0,0,0
Central Asia,2013-02-04,0,0,0
Central Asia,2013-03-04,0,0,0
Central Asia,2013-11-04,0,0,0
Central Asia,2013-08-05,0,0,0
Central Asia,2013-05-06,0,0,0
Central Asia,2013-01-07,1,20,0
Central Asia,2013-10-07,0,0,0
Central Asia,2013-04-08,0,0,0
Central Asia,2013-07-08,0,0,0
Central Asia,2013-09-09,1,10,0
Central Asia,2013-12-09,1,10,0
Central Asia,2013-06-10,1,10,0
Central Asia,2013-02-11,1,20,0
Central Asia,2013-11-11,1,30,0
Central Asia,2013-03-11,0,0,0
Central Asia,2013-08-12,0,0,0
Central Asia,2013-12-30,0,0,0
Central Asia,2014-01-27,0,0,0
Central Asia,2014-02-24,0,0,0
Central Asia,2014-03-31,1,0,0
Central Asia,2014-04-28,0,0,0
Central Asia,2014-05-26,1,30,0
Central Asia,2014-06-30,1,20,0
Central Asia,2014-07-28,0,0,0
Central Asia,2014-09-01,0,0,0
Central Asia,2014-09-29,0,0,0
Central Asia,2014-10-27,1,0,0
Central Asia,2014-12-01,0,0,0
Central Asia,2014-06-02,0,0,1
Central Asia,2014-02-03,0,0,0
Central Asia,2014-03-03,1,0,0
Central Asia,2014-11-03,0,0,0
Central Asia,2014-08-04,1,0,0
Central Asia,2014-05-05,0,0,0
Central Asia,2014-01-06,0,0,0
Central Asia,2014-10-06,0,0,0
Central Asia,2014-04-07,1,0,0
Central Asia,2014-07-07,0,0,0
Central Asia,2014-09-08,1,20,0
Central Asia,2014-12-08,1,30,0
Central Asia,2014-06-09,0,0,0
Central Asia,2014-02-10,0,0,0
Central Asia,2014-03-10,0,0,0
Central Asia,2014-11-10,0,0,0
Central Asia,2014-08-11,0,0,0
Central Asia,2014-05-12,0,0,0
