region,week,holiday_flag,holiday_name,weather_condition,temperature,economic_index
North,2013-02-04,0,None,Storm,20,0.953913775222977
North,2013-03-04,0,None,Hot,21,0.9180445352468724
North,2013-11-04,1,Independence Day,Hot,32,0.8914300327403427
North,2013-08-05,0,None,Rainy,35,1.1622021421985833
North,2013-05-06,0,None,Hot,31,0.7125014315101336
North,2013-01-07,0,None,Cold,6,0.5278838387291286
North,2013-10-07,0,None,Rainy,35,1.2267064334815476
North,2013-04-08,0,None,Storm,39,0.5920128160623297
North,2013-07-08,0,None,Storm,9,0.8164959711283898
North,2013-09-09,0,None,Storm,1,0.8901967544765795
North,2013-12-09,0,None,Hot,35,0.7117584703400274
North,2013-06-10,0,None,Storm,25,1.4516641940591783
North,2013-02-11,0,None,Storm,7,0.7773651673632398
North,2013-11-11,0,None,Sunny,12,1.182005827445376
North,2013-03-11,1,Christmas,Cold,12,1.4458628622021397
North,2013-08-12,0,None,Cold,31,1.2843639624044867
North,2013-12-30,0,None,Sunny,20,1.2003144306604228
North,2014-01-27,0,None,Sunny,15,1.185434817225575
North,2014-02-24,1,None,Sunny,0,1.2155624689916538
North,2014-03-31,0,None,Sunny,23,1.125014478587909
North,2014-04-28,0,None,Rainy,1,0.8891583646379346
North,2014-05-26,1,Independence Day,Sunny,18,1.3601653688916095
North,2014-06-30,0,None,Sunny,13,0.8038313032343373
North,2014-07-28,0,None,Storm,9,0.5397775823877596
North,2014-09-01,0,None,Storm,17,0.753355691018323
North,2014-09-29,0,None,Storm,21,1.1429744077868143
North,2014-10-27,0,None,Storm,6,1.23198036765331
North,2014-12-01,0,None,Storm,9,0.7443707926148597
North,2014-06-02,0,None,Storm,0,1.3288066398064604
North,2014-02-03,1,None,Hot,20,0.5986647632854731
North,2014-03-03,0,None,Sunny,29,0.6235837760352967
North,2014-11-03,0,None,Cold,39,1.320770875733957
North,2014-08-04,0,None,Rainy,18,0.6442706559661686
North,2014-05-05,0,None,Rainy,2,0.9321913980926196
North,2014-01-06,1,None,Hot,16,0.7566559636349135
North,2014-10-06,0,None,Hot,39,1.1862597350498167
North,2014-04-07,0,None,Rainy,32,0.7311609512174115
North,2014-07-07,1,Labor Day,Hot,32,1.4205280186409477
North,2014-09-08,0,None,Rainy,33,0.7516666120709932
North,2014-12-08,0,None,Cold,12,0.6848873655918791
North,2014-06-09,0,None,Rainy,27,1.4777451762500773
North,2014-02-10,0,None,Storm,34,1.0351730323236508
North,2014-03-10,0,None,Cold,3,1.0857768419994416
North,2014-11-10,0,None,Rainy,8,1.0459126438618003
North,2014-08-11,0,None,Rainy,22,1.1803827527788169
North,2014-05-12,0,None,Sunny,31,0.5498622813035496
Canada,2010-12-27,0,None,Storm,13,0.637457157040296
Canada,2011-01-31,0,None,Storm,27,1.2303996083685373
Canada,2011-02-28,0,None,Storm,2,0.90501589905103
Canada,2011-03-28,1,Labor Day,Cold,1,0.9345074300386432
Canada,2011-04-25,0,None,Cold,11,0.7358716730275193
Canada,2011-05-30,1,Independence Day,Sunny,30,1.1751576129015178
Canada,2011-06-27,0,None,Hot,27,0.5501779074664885
Canada,2011-08-01,1,Independence Day,Sunny,0,0.708452369126538
Canada,2011-08-29,0,None,Sunny,32,0.6057834091936967
Canada,2011-09-26,1,Labor Day,Hot,15,1.300186543169316
Canada,2011-10-31,0,None,Sunny,38,0.731794111124485
Canada,2011-11-28,0,None,Rainy,11,0.5183265365205576
Canada,1900-01-01,0,None,Rainy,8,0.624236878783325
Canada,2011-05-02,0,None,Rainy,6,0.519795380684772
Canada,2011-01-03,0,None,Sunny,32,1.4506254886104597
Canada,2011-10-03,0,None,Hot,13,1.2455322640057842
Canada,2011-04-04,0,None,Sunny,39,0.5293606218161241
Canada,2011-07-04,0,None,Rainy,20,0.9046686196255581
Canada,2011-09-05,0,None,Storm,31,0.6270779349007384
Canada,2011-12-05,0,None,Storm,19,1.0954870766625797
Canada,2011-06-06,0,None,Rainy,19,1.1912586726582686
Canada,2011-02-07,0,None,Hot,1,1.450847160956811
Canada,2011-11-07,0,None,Sunny,0,0.72209268764385
Canada,2011-03-07,0,None,Hot,30,0.6329403630838202
Canada,2011-08-08,0,None,Storm,13,0.8578005235459185
Canada,2011-05-09,1,Christmas,Sunny,10,0.883239878489578
Canada,2011-01-10,0,None,Rainy,34,1.3957627499962442
Canada,2011-10-10,0,None,Sunny,37,0.7735194138712107
Canada,2011-04-11,0,None,Hot,17,0.5251820680728304
Canada,2011-07-11,0,None,Sunny,8,1.2247480590425108
Canada,2011-09-12,1,Labor Day,Hot,5,1.2521580524636775
Canada,2011-12-12,0,None,Storm,29,1.221175910264738
Canada,2012-01-30,0,None,Cold,13,1.142282668222364
Canada,2012-02-27,1,None,Sunny,2,0.727877488756721
Canada,2012-03-26,0,None,Hot,30,0.7060650593670034
Canada,2012-04-30,1,Christmas,Sunny,26,1.4184400429041393
Canada,2012-05-28,0,None,Hot,2,1.4202932042675183
Canada,2012-06-25,0,None,Cold,9,1.4653903128371846
Canada,2012-07-30,0,None,Sunny,38,1.0116312309369548
Canada,2012-08-27,0,None,Cold,26,0.7623994253689373
Canada,2012-10-01,0,None,Sunny,5,1.1596927450195555
Canada,2012-10-29,0,None,Hot,36,1.146146624163924
Canada,2012-11-26,0,None,Hot,23,0.5535866247593091
Canada,2012-01-02,0,None,Storm,23,0.5596811409498764
Canada,2012-04-02,0,None,Cold,32,1.0312478234590639
Canada,2012-07-02,0,None,Sunny,10,1.1968767173329655
Canada,2012-09-03,0,None,Storm,0,0.9176886615952198
Canada,2012-12-03,0,None,Rainy,14,1.3679514112002864
Canada,2012-06-04,0,None,Cold,8,1.1530650634313049
Canada,2012-03-05,0,None,Hot,39,0.8466168516968301
Canada,2012-11-05,0,None,Cold,33,0.9739496119146087
Canada,2012-02-06,1,Labor Day,Hot,0,1.014825581087067
Canada,2012-08-06,0,None,Sunny,21,1.3120910299323523
Canada,2012-05-07,0,None,Rainy,0,1.3760351546673877
Canada,2012-10-08,1,Independence Day,Cold,33,1.4861431841283523
Canada,2012-01-09,0,None,Storm,18,1.0147253218187764
Canada,2012-04-09,0,None,Storm,35,1.142467191058777
Canada,2012-07-09,0,None,Storm,18,0.5847482671218155
Canada,2012-09-10,1,Christmas,Cold,36,1.2708629577363506
Canada,2012-12-10,0,None,Sunny,19,0.5805157241184493
Canada,2012-06-11,1,Christmas,Sunny,31,0.8121228019443943
Canada,2012-03-12,1,None,Storm,33,1.1647182803462697
Canada,2012-11-12,0,None,Sunny,3,1.272405060465477
Canada,2012-12-31,1,None,Hot,21,0.9075476443152738
Canada,2013-01-28,0,None,Hot,19,0.8633447333372105
Canada,2013-02-25,0,None,Hot,24,1.1124934034006146
Canada,2013-04-01,0,None,Cold,10,1.3702859067453943
Canada,2013-04-29,0,None,Cold,21,1.1755545533570944
Canada,2013-05-27,0,None,Rainy,38,1.3184603790020166
Canada,2013-07-01,1,Labor Day,Rainy,25,1.4671843039105914
Canada,2013-07-29,1,Labor Day,Sunny,8,0.7717069201018152
Canada,2013-08-26,0,None,Cold,24,1.3990139636846943
Canada,2013-09-30,0,None,Sunny,8,1.1804187754686408
Canada,2013-10-28,0,None,Cold,2,0.985004546257687
Canada,2013-11-25,0,None,Rainy,24,0.5131314167480002
Canada,2013-09-02,0,None,Hot,17,0.8139954597458149
Canada,2013-12-02,0,None,Rainy,7,0.6140969807215101
Canada,2013-06-03,0,None,Rainy,30,0.9069776918719007
Canada,2013-02-04,0,None,Rainy,33,0.5536171496265235
Canada,2013-03-04,0,None,Rainy,2,0.779844052449722
Canada,2013-11-04,0,None,Cold,0,1.1497966885944955
Canada,2013-08-05,0,None,Sunny,10,1.2450993076159635
Canada,2013-05-06,0,None,Cold,1,1.1753967606263123
Canada,2013-01-07,0,None,Sunny,39,1.2334147508928686
Canada,2013-10-07,1,None,Rainy,0,1.4466617409882325
Canada,2013-04-08,0,None,Storm,3,1.1417669706785722
Canada,2013-07-08,0,None,Rainy,6,1.3683514517804558
Canada,2013-09-09,0,None,Rainy,29,1.2450422609982201
Canada,2013-12-09,1,Christmas,Rainy,11,1.3117379833324465
Canada,2013-06-10,1,Christmas,Rainy,13,0.8878265837089403
Canada,2013-02-11,0,None,Hot,32,1.352565647076084
Canada,2013-11-11,1,Labor Day,Sunny,0,1.4433025543023728
Canada,2013-03-11,0,None,Hot,17,0.7074424596732394
Canada,2013-08-12,1,Labor Day,Storm,24,1.095945347247179
Canada,2013-12-30,0,None,Hot,38,1.3695910042967234
Canada,2014-01-27,1,Independence Day,Hot,32,1.0505818439814227
Canada,2014-02-24,1,Christmas,Sunny,7,1.3542568470485916
Canada,2014-03-31,0,None,Rainy,23,1.0377049964213212
Canada,2014-04-28,0,None,Hot,17,0.710426644191388
Canada,2014-05-26,0,None,Sunny,15,0.9232503833947266
Canada,2014-06-30,1,Christmas,Hot,32,1.115891436721764
Canada,2014-07-28,0,None,Hot,37,1.0935587921126977
Canada,2014-09-01,1,Labor Day,Hot,20,1.302662394239468
Canada,2014-09-29,0,None,Hot,5,0.5453476745708885
Canada,2014-10-27,0,None,Rainy,25,0.7079605436837556
Canada,2014-12-01,0,None,Rainy,3,1.4700179509893956
Canada,2014-06-02,1,Independence Day,Storm,7,0.8278922769588338
Canada,2014-02-03,0,None,Cold,29,0.6951785256434818
Canada,2014-03-03,0,None,Sunny,19,1.314597336308924
Canada,2014-11-03,0,None,Rainy,18,1.288206410139328
Canada,2014-08-04,0,None,Storm,19,1.0877771479886886
Canada,2014-05-05,0,None,Sunny,32,0.6465738180234691
Canada,2014-01-06,1,None,Sunny,28,1.4113344410985744
Canada,2014-10-06,0,None,Storm,29,1.2007920060013129
Canada,2014-04-07,0,None,Storm,2,1.3600271943059177
Canada,2014-07-07,0,None,Storm,30,1.4245497926077069
Canada,2014-09-08,0,None,Rainy,9,0.7479017205170501
Canada,2014-12-08,0,None,Hot,7,0.7539998480610047
Canada,2014-06-09,0,None,Sunny,33,1.2325799188713757
Canada,2014-02-10,0,None,Sunny,18,1.1364090289892053
Canada,2014-03-10,0,None,Hot,35,1.43471460483162
Canada,2014-11-10,0,None,Storm,23,1.382195265754201
Canada,2014-08-11,0,None,Rainy,32,1.2837071463285423
Canada,2014-05-12,0,None,Storm,10,0.7384658724422354
Southeast Asia,2010-12-27,0,None,Hot,0,0.5722901803251205
Southeast Asia,2011-01-31,1,Christmas,Rainy,28,1.3669031511992291
Southeast Asia,2011-02-28,0,None,Sunny,33,0.9965832017209082
Southeast Asia,2011-03-28,0,None,Sunny,23,1.0065327251010845
Southeast Asia,2011-04-25,0,None,Hot,25,1.1475018943444708
Southeast Asia,2011-05-30,1,None,Sunny,22,1.2750501937135406
Southeast Asia,2011-06-27,0,None,Sunny,7,0.9087847575406469
Southeast Asia,2011-08-01,0,None,Hot,2,1.0795109945619772
Southeast Asia,2011-08-29,0,None,Rainy,31,0.9684399724375214
Southeast Asia,2011-09-26,0,None,Cold,12,1.33020574570027
Southeast Asia,2011-10-31,0,None,Hot,30,0.7949849123352
Southeast Asia,2011-11-28,0,None,Hot,38,1.447200059782109
Southeast Asia,1900-01-01,1,Independence Day,Sunny,38,1.0042358497718809
Southeast Asia,2011-05-02,0,None,Storm,33,1.1428048671506128
Southeast Asia,2011-01-03,0,None,Hot,11,0.5195947630742875
Southeast Asia,2011-10-03,0,None,Hot,16,0.9853141817756931
Southeast Asia,2011-04-04,0,None,Rainy,35,1.0116266594972299
Southeast Asia,2011-07-04,0,None,Hot,4,0.5844686012191472
Southeast Asia,2011-09-05,0,None,Sunny,0,0.5567551322865134
Southeast Asia,2011-12-05,0,None,Hot,11,0.7113521168329505
Southeast Asia,2011-06-06,1,Christmas,Sunny,23,0.722869211694162
Southeast Asia,2011-02-07,0,None,Storm,19,0.5061433560126043
Southeast Asia,2011-11-07,0,None,Cold,12,0.6290091581441782
Southeast Asia,2011-03-07,0,None,Rainy,10,0.8062413034928895
Southeast Asia,2011-08-08,0,None,Cold,38,0.6674981561577458
Southeast Asia,2011-05-09,0,None,Hot,38,1.1636228358596137
Southeast Asia,2011-01-10,0,None,Rainy,7,1.4390416118444689
Southeast Asia,2011-10-10,0,None,Hot,34,1.1399204602274593
Southeast Asia,2011-04-11,0,None,Storm,13,0.9241355680513725
Southeast Asia,2011-07-11,0,None,Hot,9,1.3197176484721056
Southeast Asia,2011-09-12,0,None,Storm,35,1.2363572355792345
Southeast Asia,2011-12-12,1,Independence Day,Cold,34,0.9177192331587859
Southeast Asia,2012-01-30,0,None,Hot,23,1.2091158915887288
Southeast Asia,2012-02-27,0,None,Rainy,4,1.2841484775149687
Southeast Asia,2012-03-26,0,None,Rainy,29,1.191534126147802
Southeast Asia,2012-04-30,0,None,Sunny,38,0.7186298770412152
Southeast Asia,2012-05-28,0,None,Cold,0,1.2675203522630571
Southeast Asia,2012-06-25,0,None,Cold,14,1.1505950900590252
Southeast Asia,2012-07-30,1,Christmas,Cold,0,1.4869079972926078
Southeast Asia,2012-08-27,0,None,Cold,10,0.7259028825574655
Southeast Asia,2012-10-01,0,None,Hot,28,1.3028435296702034
Southeast Asia,2012-10-29,0,None,Hot,0,1.1641843328281194
Southeast Asia,2012-11-26,1,None,Hot,21,0.875512183021351
Southeast Asia,2012-01-02,1,Labor Day,Cold,14,0.8644688404079327
Southeast Asia,2012-04-02,0,None,Sunny,21,0.9127651204996685
Southeast Asia,2012-07-02,0,None,Storm,26,0.8264403293414077
Southeast Asia,2012-09-03,0,None,Sunny,27,1.4767695073962135
Southeast Asia,2012-12-03,0,None,Hot,25,1.3463000986395444
Southeast Asia,2012-06-04,0,None,Cold,37,1.0575314398526505
Southeast Asia,2012-03-05,0,None,Sunny,14,0.6144015144273242
Southeast Asia,2012-11-05,0,None,Sunny,13,1.4463341149368292
Southeast Asia,2012-02-06,1,Labor Day,Storm,12,0.8337991138342242
Southeast Asia,2012-08-06,0,None,Cold,1,1.2624972265594172
Southeast Asia,2012-05-07,0,None,Storm,19,1.053618572211532
Southeast Asia,2012-10-08,0,None,Hot,13,1.0031678775462016
Southeast Asia,2012-01-09,0,None,Storm,25,0.6219591439454236
Southeast Asia,2012-04-09,0,None,Hot,29,0.9195176727794769
Southeast Asia,2012-07-09,0,None,Storm,5,0.984503855764893
Southeast Asia,2012-09-10,1,None,Hot,37,1.1541928193352873
Southeast Asia,2012-12-10,0,None,Storm,30,0.5961887124559095
Southeast Asia,2012-06-11,1,Labor Day,Rainy,30,0.7322190063142928
Southeast Asia,2012-03-12,0,None,Rainy,23,0.6262499258595259
Southeast Asia,2012-11-12,0,None,Storm,23,1.0525231335129115
Southeast Asia,2012-12-31,0,None,Storm,9,1.070810845976529
Southeast Asia,2013-01-28,0,None,Hot,23,0.6369023478632109
Southeast Asia,2013-02-25,0,None,Hot,23,0.5195108410987209
Southeast Asia,2013-04-01,0,None,Sunny,33,0.7088598734356049
Southeast Asia,2013-04-29,1,None,Rainy,32,1.1056828507909862
Southeast Asia,2013-05-27,0,None,Cold,29,1.2194297946525179
Southeast Asia,2013-07-01,0,None,Storm,1,0.7777013966805771
Southeast Asia,2013-07-29,0,None,Rainy,1,1.1560921063546823
Southeast Asia,2013-08-26,0,None,Cold,35,1.4486326042275026
Southeast Asia,2013-09-30,1,Independence Day,Sunny,36,0.7788110516249547
Southeast Asia,2013-10-28,0,None,Hot,7,1.493726700127211
Southeast Asia,2013-11-25,0,None,Sunny,38,0.7294653951646334
Southeast Asia,2013-09-02,0,None,Storm,35,1.1391243728632665
Southeast Asia,2013-12-02,1,Labor Day,Hot,24,1.27701876645823
Southeast Asia,2013-06-03,1,Independence Day,Sunny,38,0.9463857546358663
Southeast Asia,2013-02-04,1,Labor Day,Rainy,6,1.2416389434523412
Southeast Asia,2013-03-04,0,None,Storm,8,1.1693928078630171
Southeast Asia,2013-11-04,1,Independence Day,Rainy,18,1.3794772401536652
Southeast Asia,2013-08-05,0,None,Hot,6,1.0561723600504027
Southeast Asia,2013-05-06,0,None,Cold,14,1.1683586084329192
Southeast Asia,2013-01-07,0,None,Sunny,33,1.1957451829936843
Southeast Asia,2013-10-07,0,None,Storm,28,1.120781934512752
Southeast Asia,2013-04-08,0,None,Hot,4,1.374668065210914
Southeast Asia,2013-07-08,0,None,Storm,4,1.1189305795836433
Southeast Asia,2013-09-09,0,None,Rainy,16,1.4481655048736666
Southeast Asia,2013-12-09,0,None,Cold,3,1.023971023724407
Southeast Asia,2013-06-10,1,Independence Day,Storm,8,1.3642540179038105
Southeast Asia,2013-02-11,0,None,Sunny,29,0.7187313188096088
Southeast Asia,2013-11-11,0,None,Sunny,31,1.2835891148127616
Southeast Asia,2013-03-11,0,None,Storm,4,0.680841447255917
Southeast Asia,2013-08-12,0,None,Sunny,0,1.398201305177603
Southeast Asia,2013-12-30,1,Christmas,Sunny,30,1.1963468702532358
Southeast Asia,2014-01-27,0,None,Sunny,0,0.6106599001965023
Southeast Asia,2014-02-24,0,None,Hot,4,1.2415136019181938
Southeast Asia,2014-03-31,0,None,Sunny,10,1.264920848191835
Southeast Asia,2014-04-28,1,Christmas,Storm,11,1.0696362506508246
Southeast Asia,2014-05-26,0,None,Storm,20,1.3600217611550791
Southeast Asia,2014-06-30,0,None,Hot,33,1.4651937259032317
Southeast Asia,2014-07-28,0,None,Rainy,8,1.44069974820175
Southeast Asia,2014-09-01,0,None,Hot,29,1.4124276625840433
Southeast Asia,2014-09-29,0,None,Sunny,16,1.1596610734519643
Southeast Asia,2014-10-27,0,None,Rainy,39,1.0392069538053565
Southeast Asia,2014-12-01,0,None,Hot,15,0.5386670471818121
Southeast Asia,2014-06-02,0,None,Hot,10,0.8889320740868775
Southeast Asia,2014-02-03,0,None,Cold,30,0.6577477962471401
Southeast Asia,2014-03-03,1,Labor Day,Cold,11,0.7878821885305339
Southeast Asia,2014-11-03,0,None,Cold,33,1.1000611487757317
Southeast Asia,2014-08-04,0,None,Rainy,12,0.8519407313386786
Southeast Asia,2014-05-05,0,None,Storm,24,1.0467118072160935
Southeast Asia,2014-01-06,0,None,Sunny,28,1.1968151713371176
Southeast Asia,2014-10-06,0,None,Rainy,1,1.0526476206866833
Southeast Asia,2014-04-07,0,None,Storm,19,1.058460908071054
Southeast Asia,2014-07-07,0,None,Sunny,13,0.6238752816136521
Southeast Asia,2014-09-08,0,None,Sunny,9,0.9206463256934495
Southeast Asia,2014-12-08,1,None,Cold,9,0.6485100557647323
Southeast Asia,2014-06-09,0,None,Rainy,7,0.8689680364931194
Southeast Asia,2014-02-10,0,None,Hot,17,0.8888175984990598
Southeast Asia,2014-03-10,0,None,Storm,35,1.3039430537569512
Southeast Asia,2014-11-10,0,None,Sunny,34,0.8363216709719894
Southeast Asia,2014-08-11,0,None,Rainy,10,0.8056062450078404
Southeast Asia,2014-05-12,1,None,Sunny,21,1.028623019404104
Central,2010-12-27,1,None,Hot,37,0.9172609139681084
Central,2011-01-31,0,None,Sunny,5,0.8701333624795399
Central,2011-02-28,0,None,Rainy,17,0.7101426177088065
Central,2011-03-28,0,None,Hot,9,1.0044817789477614
Central,2011-04-25,0,None,Storm,37,1.0478165504570045
Central,2011-05-30,0,None,Storm,19,1.3855975626737083
Central,2011-06-27,0,None,Rainy,20,1.312075441716519
Central,2011-08-01,1,Independence Day,Cold,7,1.4931797712372448
Central,2011-08-29,0,None,Hot,24,1.3887994973818343
Central,2011-09-26,0,None,Rainy,16,0.8717871096023688
Central,2011-10-31,0,None,Hot,9,0.981899852785103
Central,2011-11-28,0,None,Hot,19,0.7497098817366381
Central,1900-01-01,0,None,Rainy,35,0.6101659173774078
Central,2011-05-02,0,None,Hot,17,1.1394636147499437
Central,2011-01-03,0,None,Sunny,26,0.9278151963242456
Central,2011-10-03,0,None,Hot,36,0.6953779046793815
Central,2011-04-04,0,None,Hot,8,1.408472364456682
Central,2011-07-04,0,None,Sunny,38,0.8278149476648731
Central,2011-09-05,0,None,Hot,39,1.013713204817552
Central,2011-12-05,0,None,Cold,5,0.6788828565070015
Central,2011-06-06,0,None,Rainy,32,0.8726707152751133
Central,2011-02-07,0,None,Sunny,3,1.3228942130518533
Central,2011-11-07,0,None,Storm,29,1.2007866859186596
Central,2011-03-07,1,None,Cold,36,1.1611274279367847
Central,2011-08-08,0,None,Cold,24,0.8731648491617302
Central,2011-05-09,0,None,Sunny,9,0.87155928255499
Central,2011-01-10,1,Independence Day,Sunny,6,1.321285240598081
Central,2011-10-10,0,None,Rainy,12,1.1211933740074111
Central,2011-04-11,0,None,Storm,16,0.9189587821331421
Central,2011-07-11,0,None,Storm,23,0.5110493562746155
Central,2011-09-12,0,None,Hot,31,1.0888713412648174
Central,2011-12-12,0,None,Cold,25,1.0114337838531506
Central,2012-01-30,0,None,Sunny,22,1.2981384264565037
Central,2012-02-27,0,None,Storm,5,0.8297095258372649
Central,2012-03-26,0,None,Cold,14,1.4707975977928474
Central,2012-04-30,0,None,Sunny,24,1.1830069897965303
Central,2012-05-28,0,None,Cold,12,0.504051527354371
Central,2012-06-25,0,None,Cold,3,0.8929166635543551
Central,2012-07-30,0,None,Rainy,6,1.303333437073726
Central,2012-08-27,1,Christmas,Hot,0,1.4015536530451924
Central,2012-10-01,0,None,Storm,2,1.217873464875894
Central,2012-10-29,1,Christmas,Sunny,22,1.493409631781192
Central,2012-11-26,0,None,Sunny,8,1.3610724708408053
Central,2012-01-02,0,None,Sunny,22,1.2623887641176077
Central,2012-04-02,0,None,Hot,34,1.212622292158179
Central,2012-07-02,0,None,Cold,34,0.8785641121153656
Central,2012-09-03,0,None,Storm,5,1.3046759073226124
Central,2012-12-03,0,None,Hot,34,1.427804046937771
Central,2012-06-04,0,None,Hot,30,1.3245275457405463
Central,2012-03-05,0,None,Rainy,30,1.3554343298179279
Central,2012-11-05,0,None,Rainy,16,1.3216496951044636
Central,2012-02-06,0,None,Storm,9,1.3691470648570705
Central,2012-08-06,0,None,Rainy,1,1.1979662943154015
Central,2012-05-07,0,None,Cold,35,0.7003510253890333
Central,2012-10-08,0,None,Cold,4,0.5518286795931924
Central,2012-01-09,1,None,Storm,39,0.59181931777158
Central,2012-04-09,1,Independence Day,Sunny,17,0.853934869387432
Central,2012-07-09,0,None,Rainy,3,1.1139303841964865
Central,2012-09-10,0,None,Cold,3,0.6547136613753971
Central,2012-12-10,0,None,Rainy,36,0.7710388679796839
Central,2012-06-11,0,None,Hot,19,0.624355708886247
Central,2012-03-12,0,None,Hot,0,0.7967657119057183
Central,2012-11-12,1,Christmas,Hot,27,0.5487294159956784
Central,2012-12-31,0,None,Storm,31,1.2253060884355578
Central,2013-01-28,0,None,Hot,24,0.9868655750105638
Central,2013-02-25,0,None,Hot,25,0.6176093523541244
Central,2013-04-01,0,None,Rainy,36,1.2612875400896115
Central,2013-04-29,0,None,Storm,38,0.840329778913126
Central,2013-05-27,0,None,Storm,15,0.5899763355876814
Central,2013-07-01,0,None,Sunny,28,0.6053758304477641
Central,2013-07-29,0,None,Sunny,20,0.5939285372721511
Central,2013-08-26,0,None,Cold,14,1.4642620046280606
Central,2013-09-30,0,None,Hot,1,1.2415118424536136
Central,2013-10-28,0,None,Sunny,22,0.9766729912588482
Central,2013-11-25,0,None,Cold,29,0.5663997813144366
Central,2013-09-02,0,None,Sunny,13,1.4767623337530014
Central,2013-12-02,0,None,Hot,5,1.114350789624867
Central,2013-06-03,1,Independence Day,Rainy,13,0.7923630669700562
Central,2013-02-04,1,Christmas,Cold,12,0.8756856965761601
Central,2013-03-04,0,None,Sunny,5,0.7929486471061366
Central,2013-11-04,0,None,Hot,8,1.1873164214479712
Central,2013-08-05,0,None,Cold,3,1.0679130457906587
Central,2013-05-06,0,None,Hot,6,0.7769184920908923
Central,2013-01-07,0,None,Rainy,23,0.7758826473466296
Central,2013-10-07,0,None,Cold,31,1.4150623753760794
Central,2013-04-08,0,None,Cold,24,0.9649776702977885
Central,2013-07-08,0,None,Rainy,6,1.4435399603951415
Central,2013-09-09,1,None,Storm,31,0.7527093382727728
Central,2013-12-09,1,Independence Day,Sunny,15,0.9518053226198774
Central,2013-06-10,0,None,Sunny,19,1.3223329632046847
Central,2013-02-11,0,None,Hot,34,0.7227772761321849
Central,2013-11-11,0,None,Storm,29,0.6728912600219069
Central,2013-03-11,0,None,Cold,8,0.7965312703445729
Central,2013-08-12,0,None,Storm,8,1.3720754682228162
Central,2013-12-30,0,None,Hot,3,1.2919484031011947
Central,2014-01-27,0,None,Storm,37,1.2444716238820244
Central,2014-02-24,0,None,Cold,14,0.5734768481510499
Central,2014-03-31,0,None,Hot,29,1.4276768876037176
Central,2014-04-28,0,None,Sunny,25,0.7820942169217437
Central,2014-05-26,0,None,Cold,32,0.8073727875509691
Central,2014-06-30,0,None,Rainy,16,0.6119187302891054
Central,2014-07-28,0,None,Hot,13,0.6619121732316419
Central,2014-09-01,0,None,Hot,18,1.1251631816517296
Central,2014-09-29,0,None,Storm,22,1.0557192919026335
Central,2014-10-27,0,None,Cold,33,1.0247603604488482
Central,2014-12-01,0,None,Rainy,22,0.7680529484971518
Central,2014-06-02,0,None,Rainy,9,1.3728200961448485
Central,2014-02-03,0,None,Hot,19,0.7470575755693333
Central,2014-03-03,0,None,Cold,3,0.9562928946758117
Central,2014-11-03,0,None,Hot,24,1.3453406777164656
Central,2014-08-04,1,Christmas,Sunny,16,1.0500424994704427
Central,2014-05-05,1,Labor Day,Hot,36,0.5303333803654756
Central,2014-01-06,1,Independence Day,Hot,20,1.3175922400010305
Central,2014-10-06,1,Labor Day,Cold,28,0.7084612665618294
Central,2014-04-07,0,None,Sunny,23,0.9248141137297001
Central,2014-07-07,0,None,Hot,28,0.9428020036904656
Central,2014-09-08,0,None,Rainy,23,1.4096588991984844
Central,2014-12-08,0,None,Sunny,29,0.8943871636187023
Central,2014-06-09,0,None,Cold,35,1.2365518489666063
Central,2014-02-10,1,None,Storm,4,1.2019021411303374
Central,2014-03-10,0,None,Rainy,38,1.0101989994557203
Central,2014-11-10,0,None,Hot,11,1.3789466135168131
Central,2014-08-11,0,None,Hot,5,1.2148796592806907
Central,2014-05-12,0,None,Sunny,5,0.5298642570590939
South,2010-12-27,0,None,Storm,35,0.5181911879124033
South,2011-01-31,0,None,Cold,15,0.8026073634522258
South,2011-02-28,1,Labor Day,Storm,33,1.2366154094550847
South,2011-03-28,0,None,Storm,7,0.9357398932379795
South,2011-04-25,1,Independence Day,Rainy,25,1.335934908289047
South,2011-05-30,0,None,Rainy,20,0.5065595027582609
South,2011-06-27,1,Labor Day,Cold,21,0.569691490577355
South,2011-08-01,0,None,Cold,1,0.8957182820499138
South,2011-08-29,1,Independence Day,Storm,8,0.7292845874715936
South,2011-09-26,0,None,Cold,8,0.6575788028998893
South,2011-10-31,0,None,Hot,11,1.2795395806657783
South,2011-11-28,0,None,Hot,35,1.1888575380336457
South,1900-01-01,0,None,Hot,17,0.5052558807519174
South,2011-05-02,0,None,Hot,19,0.8495946641008042
South,2011-01-03,0,None,Storm,4,1.0194200929501047
South,2011-10-03,1,Christmas,Cold,12,1.4486954720674317
South,2011-04-04,0,None,Rainy,23,0.985042030296874
South,2011-07-04,1,None,Sunny,24,1.4321435747150548
South,2011-09-05,0,None,Storm,24,1.000129398510665
South,2011-12-05,0,None,Hot,14,0.8869488815386009
South,2011-06-06,1,Independence Day,Storm,20,0.8854475578481658
South,2011-02-07,0,None,Rainy,2,1.4064363723296345
South,2011-11-07,0,None,Rainy,33,1.4618677408637213
South,2011-03-07,0,None,Cold,33,0.6022345166781841
South,2011-08-08,1,Independence Day,Hot,0,1.4576651292745413
South,2011-05-09,0,None,Rainy,31,0.8354794106165785
South,2011-01-10,0,None,Sunny,38,1.346500312481859
South,2011-10-10,1,Independence Day,Sunny,35,1.498338514530514
